,Date,Province,Vaccine dose 1,Booster vaccine 2,Booster vaccine 3,Booster vaccine 4,Total vaccine,Vaccine coverage dose 1,Vaccine coverage booster 2,Vaccine coverage booster 3,Vaccine coverage booster 4,Cases,Deaths,Hospitalizations,ICU,Tests Completed,Deaths
108,2021-04-01,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,5.0,-5.0,-1.0,6902.0,5.0
109,2021-04-02,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0,0.0,10784.0,0.0
110,2021-04-03,BC,193614.0,168.0,0.0,0.0,193782.0,3.7,0.0,0.0,0.0,1028.0,0.0,0.0,11.0,8629.0,0.0
111,2021-04-04,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,0.0,0.0,0.0,6983.0,0.0
112,2021-04-05,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0,23.0,22.0,6.0,8106.0,23.0
113,2021-04-06,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036.0,3.0,10.0,0.0,11202.0,3.0
114,2021-04-07,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.0,2.0,2.0,9.0,12332.0,2.0
115,2021-04-08,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.0,2.0,3.0,-4.0,12886.0,2.0
116,2021-04-09,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1301.0,2.0,-1.0,1.0,12715.0,2.0
117,2021-04-10,BC,214801.0,212.0,0.0,0.0,215013.0,4.1,0.0,0.0,0.0,1064.0,0.0,0.0,0.0,11676.0,0.0
118,2021-04-11,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,0.0,9960.0,0.0
119,2021-04-12,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.0,18.0,36.0,19.0,8361.0,18.0
120,2021-04-13,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,2.0,9.0,-5.0,7846.0,2.0
121,2021-04-14,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1225.0,6.0,20.0,4.0,13018.0,6.0
122,2021-04-15,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,3.0,12.0,5.0,11718.0,3.0
123,2021-04-16,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,6.0,16.0,2.0,11794.0,6.0
124,2021-04-17,BC,267175.0,419.0,0.0,0.0,267594.0,5.1,0.0,0.0,0.0,965.0,0.0,0.0,0.0,10656.0,0.0
125,2021-04-18,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,0.0,0.0,0.0,9133.0,0.0
126,2021-04-19,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,8.0,16.0,11.0,8453.0,8.0
127,2021-04-20,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0,1.0,15.0,10.0,10113.0,1.0
128,2021-04-21,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,7.0,27.0,16.0,9377.0,7.0
129,2021-04-22,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0,4.0,19.0,-3.0,10753.0,4.0
130,2021-04-23,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,4.0,-16.0,-1.0,10415.0,4.0
131,2021-04-24,BC,253724.0,931.0,0.0,0.0,254655.0,4.9,0.0,0.0,0.0,871.0,0.0,0.0,0.0,10779.0,0.0
132,2021-04-25,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,0.0,0.0,0.0,8236.0,0.0
133,2021-04-26,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,17.0,-2.0,-2.0,8596.0,17.0
134,2021-04-27,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0,0.0,16.0,6.0,11197.0,0.0
135,2021-04-28,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,5.0,15.0,7.0,10914.0,5.0
136,2021-04-29,BC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,1.0,-12.0,7.0,10298.0,1.0
