"Date","Agegroup","At least one dose_cumulative","Second_dose_cumulative","fully_vaccinated_cumulative","third_dose_cumulative","Total population","Percent_at_least_one_dose","Percent_fully_vaccinated","Percent_3doses"
2022-05-15,"40-49yrs",1698298,0,1660349,995329,1855340,.9154,.8949,.5365
2022-05-15,"50-59yrs",1825661,0,1793677,1238355,2019276,.9041,.8883,.6133
2022-05-15,"60-69yrs",1783200,0,1757359,1404867,1813493,.9833,.9690,.7747
2022-05-15,"70-79yrs",1202771,0,1189500,1043637,1181151,.9999,.9999,.8836
2022-05-15,"80+",715617,0,707044,638782,674976,.9999,.9999,.9464
2022-05-15,"Adults_18plus",11287265,0,11028231,7200692,12076175,.9347,.9132,.5963
2022-05-15,"Ontario_12plus",12082764,0,11772060,7345126,13038032,.9267,.9029,.5634
2022-05-15,"Ontario_5plus",12588835,0,12139310,7345269,14113455,.8920,.8601,.5204
2022-05-15,"Undisclosed_or_missing",1336,0,394,37,0,.0000,.0000,.0000
2022-05-16,"05-11yrs",506162,0,367471,143,1075423,.4707,.3417,.0001
2022-05-16,"12-17yrs",795552,0,743909,144589,961857,.8271,.7734,.1503
2022-05-16,"18-29yrs",2177431,0,2094584,920336,2454802,.8870,.8533,.3749
2022-05-16,"30-39yrs",1884376,0,1825819,959801,2077137,.9072,.8790,.4621
2022-05-16,"40-49yrs",1698322,0,1660395,995465,1855340,.9154,.8949,.5365
2022-05-16,"50-59yrs",1825675,0,1793701,1238482,2019276,.9041,.8883,.6133
2022-05-16,"60-69yrs",1783194,0,1757361,1404962,1813493,.9833,.9690,.7747
2022-05-16,"70-79yrs",1202728,0,1189456,1043661,1181151,.9999,.9999,.8836
2022-05-16,"80+",715483,0,706912,638691,674976,.9999,.9999,.9462
2022-05-16,"Adults_18plus",11287209,0,11028228,7201398,12076175,.9347,.9132,.5963
2022-05-16,"Ontario_12plus",12082761,0,11772137,7345987,13038032,.9267,.9029,.5634
2022-05-16,"Ontario_5plus",12588923,0,12139608,7346130,14113455,.8920,.8601,.5205
2022-05-16,"Undisclosed_or_missing",1336,0,395,37,0,.0000,.0000,.0000
2022-05-17,"05-11yrs",506224,0,367654,143,1075423,.4707,.3419,.0001
2022-05-17,"12-17yrs",795627,0,744003,144740,961857,.8272,.7735,.1505
2022-05-17,"18-29yrs",2177553,0,2094714,920717,2454802,.8871,.8533,.3751
2022-05-17,"30-39yrs",1884476,0,1825940,960102,2077137,.9072,.8791,.4622
2022-05-17,"40-49yrs",1698380,0,1660457,995670,1855340,.9154,.8950,.5367
2022-05-17,"50-59yrs",1825716,0,1793750,1238681,2019276,.9041,.8883,.6134
2022-05-17,"60-69yrs",1783207,0,1757383,1405166,1813493,.9833,.9691,.7748
2022-05-17,"70-79yrs",1202678,0,1189411,1043784,1181151,.9999,.9999,.8837
2022-05-17,"80+",715333,0,706764,638620,674976,.9999,.9999,.9461
2022-05-17,"Adults_18plus",11287343,0,11028419,7202740,12076175,.9347,.9132,.5964
2022-05-17,"Ontario_12plus",12082970,0,11772422,7347480,13038032,.9267,.9029,.5635
2022-05-17,"Ontario_5plus",12589194,0,12140076,7347623,14113455,.8920,.8602,.5206
2022-05-17,"Undisclosed_or_missing",1336,0,395,37,0,.0000,.0000,.0000
2022-05-18,"05-11yrs",506392,0,367960,145,1075423,.4709,.3422,.0001
2022-05-18,"12-17yrs",795715,0,744158,144958,961857,.8273,.7737,.1507
2022-05-18,"18-29yrs",2177699,0,2094860,921167,2454802,.8871,.8534,.3753
2022-05-18,"30-39yrs",1884640,0,1826100,960445,2077137,.9073,.8791,.4624
2022-05-18,"40-49yrs",1698477,0,1660542,995928,1855340,.9155,.8950,.5368
2022-05-18,"50-59yrs",1825791,0,1793849,1238961,2019276,.9042,.8884,.6136
2022-05-18,"60-69yrs",1783224,0,1757422,1405453,1813493,.9833,.9691,.7750
2022-05-18,"70-79yrs",1202664,0,1189391,1043995,1181151,.9999,.9999,.8839
2022-05-18,"80+",715204,0,706632,638628,674976,.9999,.9999,.9461
2022-05-18,"Adults_18plus",11287699,0,11028796,7204577,12076175,.9347,.9133,.5966
2022-05-18,"Ontario_12plus",12083414,0,11772954,7349535,13038032,.9268,.9030,.5637
2022-05-18,"Ontario_5plus",12589806,0,12140914,7349680,14113455,.8920,.8602,.5208
2022-05-18,"Undisclosed_or_missing",1337,0,395,37,0,.0000,.0000,.0000
2022-05-19,"05-11yrs",506514,0,368318,148,1075423,.4710,.3425,.0001
2022-05-19,"12-17yrs",795791,0,744301,145170,961857,.8273,.7738,.1509
2022-05-19,"18-29yrs",2177799,0,2095019,921613,2454802,.8872,.8534,.3754
2022-05-19,"30-39yrs",1884759,0,1826244,960808,2077137,.9074,.8792,.4626
2022-05-19,"40-49yrs",1698553,0,1660646,996150,1855340,.9155,.8951,.5369
2022-05-19,"50-59yrs",1825840,0,1793940,1239196,2019276,.9042,.8884,.6137
2022-05-19,"60-69yrs",1783264,0,1757453,1405724,1813493,.9833,.9691,.7751
2022-05-19,"70-79yrs",1202630,0,1189378,1044183,1181151,.9999,.9999,.8840
2022-05-19,"80+",715071,0,706510,638630,674976,.9999,.9999,.9462
2022-05-19,"Adults_18plus",11287916,0,11029190,7206304,12076175,.9347,.9133,.5967
2022-05-19,"Ontario_12plus",12083707,0,11773491,7351474,13038032,.9268,.9030,.5638
2022-05-19,"Ontario_5plus",12590221,0,12141809,7351622,14113455,.8921,.8603,.5209
2022-05-19,"Undisclosed_or_missing",1337,0,395,37,0,.0000,.0000,.0000
2022-05-20,"05-11yrs",506655,0,368665,149,1075423,.4711,.3428,.0001
2022-05-20,"12-17yrs",795869,0,744441,145392,961857,.8274,.7740,.1512
2022-05-20,"18-29yrs",2177935,0,2095173,922075,2454802,.8872,.8535,.3756
2022-05-20,"30-39yrs",1884889,0,1826396,961152,2077137,.9074,.8793,.4627
2022-05-20,"40-49yrs",1698646,0,1660735,996402,1855340,.9155,.8951,.5370
2022-05-20,"50-59yrs",1825902,0,1794025,1239448,2019276,.9042,.8884,.6138
2022-05-20,"60-69yrs",1783299,0,1757499,1406007,1813493,.9834,.9691,.7753
2022-05-20,"70-79yrs",1202614,0,1189357,1044349,1181151,.9999,.9999,.8842
2022-05-20,"80+",714946,0,706391,638646,674976,.9999,.9999,.9462
2022-05-20,"Adults_18plus",11288231,0,11029576,7208079,12076175,.9348,.9133,.5969
2022-05-20,"Ontario_12plus",12084100,0,11774017,7353471,13038032,.9268,.9031,.5640
2022-05-20,"Ontario_5plus",12590755,0,12142682,7353620,14113455,.8921,.8604,.5210
2022-05-20,"Undisclosed_or_missing",1337,0,395,37,0,.0000,.0000,.0000
2022-05-21,"05-11yrs",506823,0,369108,150,1075423,.4713,.3432,.0001
2022-05-21,"12-17yrs",795952,0,744645,145665,961857,.8275,.7742,.1514
2022-05-21,"18-29yrs",2178064,0,2095303,922524,2454802,.8873,.8536,.3758
2022-05-21,"30-39yrs",1884985,0,1826512,961550,2077137,.9075,.8793,.4629
2022-05-21,"40-49yrs",1698710,0,1660818,996713,1855340,.9156,.8952,.5372
2022-05-21,"50-59yrs",1825924,0,1794088,1239722,2019276,.9042,.8885,.6139
2022-05-21,"60-69yrs",1783303,0,1757506,1406239,1813493,.9834,.9691,.7754
2022-05-21,"70-79yrs",1202581,0,1189322,1044518,1181151,.9999,.9999,.8843
2022-05-21,"80+",714796,0,706247,638643,674976,.9999,.9999,.9462
2022-05-21,"Adults_18plus",11288363,0,11029796,7209909,12076175,.9348,.9134,.5970
2022-05-21,"Ontario_12plus",12084315,0,11774441,7355574,13038032,.9269,.9031,.5642
2022-05-21,"Ontario_5plus",12591138,0,12143549,7355724,14113455,.8921,.8604,.5212
2022-05-21,"Undisclosed_or_missing",1337,0,395,37,0,.0000,.0000,.0000
2022-05-22,"05-11yrs",507013,0,369518,151,1075423,.4715,.3436,.0001
2022-05-22,"12-17yrs",796037,0,744810,145918,961857,.8276,.7743,.1517
2022-05-22,"18-29yrs",2178143,0,2095391,922818,2454802,.8873,.8536,.3759
2022-05-22,"30-39yrs",1885038,0,1826581,961796,2077137,.9075,.8794,.4630
2022-05-22,"40-49yrs",1698751,0,1660867,996907,1855340,.9156,.8952,.5373
2022-05-22,"50-59yrs",1825941,0,1794125,1239916,2019276,.9043,.8885,.6140
2022-05-22,"60-69yrs",1783295,0,1757496,1406382,1813493,.9833,.9691,.7755
2022-05-22,"70-79yrs",1202544,0,1189273,1044547,1181151,.9999,.9999,.8843
2022-05-22,"80+",714666,0,706120,638558,674976,.9999,.9999,.9460
2022-05-22,"Adults_18plus",11288378,0,11029853,7210924,12076175,.9348,.9134,.5971
2022-05-22,"Ontario_12plus",12084415,0,11774663,7356842,13038032,.9269,.9031,.5643
2022-05-22,"Ontario_5plus",12591428,0,12144181,7356993,14113455,.8922,.8605,.5213
2022-05-22,"Undisclosed_or_missing",1337,0,395,37,0,.0000,.0000,.0000
2022-05-23,"05-11yrs",507081,0,369695,152,1075423,.4715,.3438,.0001
2022-05-23,"12-17yrs",796077,0,744889,146016,961857,.8276,.7744,.1518
2022-05-23,"18-29yrs",2178173,0,2095448,923009,2454802,.8873,.8536,.3760
2022-05-23,"30-39yrs",1885072,0,1826628,961943,2077137,.9075,.8794,.4631
2022-05-23,"40-49yrs",1698764,0,1660895,997010,1855340,.9156,.8952,.5374
2022-05-23,"50-59yrs",1825940,0,1794139,1240010,2019276,.9043,.8885,.6141
2022-05-23,"60-69yrs",1783270,0,1757468,1406422,1813493,.9833,.9691,.7755
2022-05-23,"70-79yrs",1202490,0,1189227,1044543,1181151,.9999,.9999,.8843
2022-05-23,"80+",714543,0,705998,638465,674976,.9999,.9999,.9459
2022-05-23,"Adults_18plus",11288252,0,11029803,7211402,12076175,.9348,.9134,.5972
2022-05-23,"Ontario_12plus",12084329,0,11774692,7357418,13038032,.9269,.9031,.5643
2022-05-23,"Ontario_5plus",12591410,0,12144387,7357570,14113455,.8922,.8605,.5213
2022-05-23,"Undisclosed_or_missing",1338,0,395,37,0,.0000,.0000,.0000
2022-05-24,"05-11yrs",507104,0,369731,154,1075423,.4715,.3438,.0001
2022-05-24,"12-17yrs",796095,0,744904,146074,961857,.8277,.7744,.1519
2022-05-24,"18-29yrs",2178195,0,2095476,923114,2454802,.8873,.8536,.3760
2022-05-24,"30-39yrs",1885091,0,1826654,962030,2077137,.9075,.8794,.4632
2022-05-24,"40-49yrs",1698761,0,1660911,997039,1855340,.9156,.8952,.5374
2022-05-24,"50-59yrs",1825929,0,1794139,1240053,2019276,.9042,.8885,.6141
2022-05-24,"60-69yrs",1783243,0,1757445,1406435,1813493,.9833,.9691,.7755
2022-05-24,"70-79yrs",1202448,0,1189187,1044530,1181151,.9999,.9999,.8843
2022-05-24,"80+",714409,0,705865,638365,674976,.9999,.9999,.9458
2022-05-24,"Adults_18plus",11288076,0,11029677,7211566,12076175,.9347,.9133,.5972
2022-05-24,"Ontario_12plus",12084171,0,11774581,7357640,13038032,.9268,.9031,.5643
2022-05-24,"Ontario_5plus",12591275,0,12144312,7357794,14113455,.8921,.8605,.5213
2022-05-24,"Undisclosed_or_missing",1338,0,395,37,0,.0000,.0000,.0000
2022-05-25,"05-11yrs",507220,0,369952,155,1075423,.4716,.3440,.0001
2022-05-25,"12-17yrs",796176,0,745048,146248,961857,.8277,.7746,.1520
2022-05-25,"18-29yrs",2178333,0,2095634,923577,2454802,.8874,.8537,.3762
2022-05-25,"30-39yrs",1885197,0,1826806,962365,2077137,.9076,.8795,.4633
2022-05-25,"40-49yrs",1698824,0,1660992,997276,1855340,.9156,.8952,.5375
2022-05-25,"50-59yrs",1825964,0,1794198,1240302,2019276,.9043,.8885,.6142
2022-05-25,"60-69yrs",1783245,0,1757478,1406640,1813493,.9833,.9691,.7757
2022-05-25,"70-79yrs",1202419,0,1189152,1044647,1181151,.9999,.9999,.8844
2022-05-25,"80+",714287,0,705742,638327,674976,.9999,.9999,.9457
2022-05-25,"Adults_18plus",11288269,0,11030002,7213134,12076175,.9348,.9134,.5973
2022-05-25,"Ontario_12plus",12084445,0,11775050,7359382,13038032,.9269,.9031,.5645
2022-05-25,"Ontario_5plus",12591665,0,12145002,7359537,14113455,.8922,.8605,.5215
2022-05-25,"Undisclosed_or_missing",1338,0,395,37,0,.0000,.0000,.0000
2022-05-26,"05-11yrs",507345,0,370232,158,1075423,.4718,.3443,.0001
2022-05-26,"12-17yrs",796253,0,745178,146445,961857,.8278,.7747,.1523
2022-05-26,"18-29yrs",2178432,0,2095764,923946,2454802,.8874,.8537,.3764
2022-05-26,"30-39yrs",1885293,0,1826953,962667,2077137,.9076,.8796,.4635
2022-05-26,"40-49yrs",1698899,0,1661079,997488,1855340,.9157,.8953,.5376
2022-05-26,"50-59yrs",1826008,0,1794247,1240519,2019276,.9043,.8886,.6143
2022-05-26,"60-69yrs",1783263,0,1757491,1406881,1813493,.9833,.9691,.7758
2022-05-26,"70-79yrs",1202402,0,1189127,1044791,1181151,.9999,.9999,.8846
2022-05-26,"80+",714159,0,705612,638328,674976,.9999,.9999,.9457
2022-05-26,"Adults_18plus",11288456,0,11030273,7214620,12076175,.9348,.9134,.5974
2022-05-26,"Ontario_12plus",12084709,0,11775451,7361065,13038032,.9269,.9032,.5646
2022-05-26,"Ontario_5plus",12592054,0,12145683,7361223,14113455,.8922,.8606,.5216
2022-05-26,"Undisclosed_or_missing",1338,0,395,37,0,.0000,.0000,.0000
2022-05-27,"05-11yrs",507465,0,370455,161,1075423,.4719,.3445,.0001
2022-05-27,"12-17yrs",796341,0,745323,146646,961857,.8279,.7749,.1525
2022-05-27,"18-29yrs",2178574,0,2095922,924375,2454802,.8875,.8538,.3766
2022-05-27,"30-39yrs",1885444,0,1827113,962995,2077137,.9077,.8796,.4636
2022-05-27,"40-49yrs",1698994,0,1661192,997755,1855340,.9157,.8954,.5378
2022-05-27,"50-59yrs",1826066,0,1794343,1240774,2019276,.9043,.8886,.6145
2022-05-27,"60-69yrs",1783311,0,1757536,1407150,1813493,.9834,.9691,.7759
2022-05-27,"70-79yrs",1202370,0,1189103,1044922,1181151,.9999,.9999,.8847
2022-05-27,"80+",714019,0,705470,638288,674976,.9999,.9999,.9456
2022-05-27,"Adults_18plus",11288778,0,11030679,7216259,12076175,.9348,.9134,.5976
2022-05-27,"Ontario_12plus",12085119,0,11776002,7362905,13038032,.9269,.9032,.5647
2022-05-27,"Ontario_5plus",12592584,0,12146457,7363066,14113455,.8922,.8606,.5217
2022-05-27,"Undisclosed_or_missing",1338,0,395,37,0,.0000,.0000,.0000
2022-05-28,"05-11yrs",507606,0,370885,162,1075423,.4720,.3449,.0002
2022-05-28,"12-17yrs",796442,0,745504,146893,961857,.8280,.7751,.1527
2022-05-28,"18-29yrs",2178695,0,2096050,924772,2454802,.8875,.8539,.3767
2022-05-28,"30-39yrs",1885545,0,1827257,963368,2077137,.9078,.8797,.4638
2022-05-28,"40-49yrs",1699060,0,1661283,998031,1855340,.9158,.8954,.5379
2022-05-28,"50-59yrs",1826104,0,1794410,1241009,2019276,.9043,.8886,.6146
2022-05-28,"60-69yrs",1783327,0,1757545,1407419,1813493,.9834,.9691,.7761
2022-05-28,"70-79yrs",1202362,0,1189083,1045070,1181151,.9999,.9999,.8848
2022-05-28,"80+",713894,0,705338,638274,674976,.9999,.9999,.9456
2022-05-28,"Adults_18plus",11288987,0,11030966,7217943,12076175,.9348,.9134,.5977
2022-05-28,"Ontario_12plus",12085429,0,11776470,7364836,13038032,.9269,.9032,.5649
2022-05-28,"Ontario_5plus",12593035,0,12147355,7364998,14113455,.8923,.8607,.5218
2022-05-28,"Undisclosed_or_missing",1339,0,395,37,0,.0000,.0000,.0000
2022-05-29,"05-11yrs",507856,0,371517,166,1075423,.4722,.3455,.0002
2022-05-29,"12-17yrs",796551,0,745720,147195,961857,.8281,.7753,.1530
2022-05-29,"18-29yrs",2178794,0,2096152,925124,2454802,.8876,.8539,.3769
2022-05-29,"30-39yrs",1885632,0,1827360,963643,2077137,.9078,.8797,.4639
2022-05-29,"40-49yrs",1699118,0,1661346,998267,1855340,.9158,.8954,.5381
2022-05-29,"50-59yrs",1826159,0,1794482,1241212,2019276,.9044,.8887,.6147
2022-05-29,"60-69yrs",1783350,0,1757552,1407596,1813493,.9834,.9692,.7762
2022-05-29,"70-79yrs",1202331,0,1189054,1045119,1181151,.9999,.9999,.8848
2022-05-29,"80+",713770,0,705224,638209,674976,.9999,.9999,.9455
2022-05-29,"Adults_18plus",11289154,0,11031170,7219170,12076175,.9348,.9135,.5978
2022-05-29,"Ontario_12plus",12085705,0,11776890,7366365,13038032,.9270,.9033,.5650
2022-05-29,"Ontario_5plus",12593561,0,12148407,7366531,14113455,.8923,.8608,.5220
2022-05-29,"Undisclosed_or_missing",1339,0,395,37,0,.0000,.0000,.0000
2022-05-30,"05-11yrs",507926,0,371728,167,1075423,.4723,.3457,.0002
2022-05-30,"12-17yrs",796597,0,745809,147310,961857,.8282,.7754,.1532
2022-05-30,"18-29yrs",2178847,0,2096220,925310,2454802,.8876,.8539,.3769
2022-05-30,"30-39yrs",1885676,0,1827417,963763,2077137,.9078,.8798,.4640
2022-05-30,"40-49yrs",1699143,0,1661383,998370,1855340,.9158,.8955,.5381
2022-05-30,"50-59yrs",1826174,0,1794506,1241305,2019276,.9044,.8887,.6147
2022-05-30,"60-69yrs",1783338,0,1757548,1407642,1813493,.9834,.9692,.7762
2022-05-30,"70-79yrs",1202295,0,1189018,1045117,1181151,.9999,.9999,.8848
2022-05-30,"80+",713630,0,705083,638100,674976,.9999,.9999,.9454
2022-05-30,"Adults_18plus",11289103,0,11031175,7219607,12076175,.9348,.9135,.5978
2022-05-30,"Ontario_12plus",12085700,0,11776984,7366917,13038032,.9270,.9033,.5650
2022-05-30,"Ontario_5plus",12593626,0,12148712,7367084,14113455,.8923,.8608,.5220
2022-05-30,"Undisclosed_or_missing",1339,0,395,37,0,.0000,.0000,.0000
2022-05-31,"05-11yrs",508003,0,371869,167,1075423,.4724,.3458,.0002
2022-05-31,"12-17yrs",796668,0,745899,147440,961857,.8283,.7755,.1533
2022-05-31,"18-29yrs",2178964,0,2096357,925699,2454802,.8876,.8540,.3771
2022-05-31,"30-39yrs",1885773,0,1827569,964051,2077137,.9079,.8799,.4641
2022-05-31,"40-49yrs",1699200,0,1661455,998567,1855340,.9158,.8955,.5382
2022-05-31,"50-59yrs",1826219,0,1794557,1241494,2019276,.9044,.8887,.6148
2022-05-31,"60-69yrs",1783346,0,1757556,1407807,1813493,.9834,.9692,.7763
2022-05-31,"70-79yrs",1202253,0,1188978,1045228,1181151,.9999,.9999,.8849
2022-05-31,"80+",713470,0,704925,638057,674976,.9999,.9999,.9453
2022-05-31,"Adults_18plus",11289225,0,11031397,7220903,12076175,.9348,.9135,.5979
2022-05-31,"Ontario_12plus",12085893,0,11777296,7368343,13038032,.9270,.9033,.5651
2022-05-31,"Ontario_5plus",12593896,0,12149165,7368510,14113455,.8923,.8608,.5221
2022-05-31,"Undisclosed_or_missing",1339,0,395,37,0,.0000,.0000,.0000
2022-06-01,"05-11yrs",508137,0,372151,168,1075423,.4725,.3461,.0002
2022-06-01,"12-17yrs",796765,0,746044,147675,961857,.8284,.7756,.1535
2022-06-01,"18-29yrs",2179103,0,2096489,926076,2454802,.8877,.8540,.3773
2022-06-01,"30-39yrs",1885858,0,1827709,964352,2077137,.9079,.8799,.4643
2022-06-01,"40-49yrs",1699270,0,1661541,998807,1855340,.9159,.8955,.5383
2022-06-01,"50-59yrs",1826270,0,1794623,1241707,2019276,.9044,.8887,.6149
2022-06-01,"60-69yrs",1783364,0,1757579,1408019,1813493,.9834,.9692,.7764
2022-06-01,"70-79yrs",1202224,0,1188944,1045333,1181151,.9999,.9999,.8850
2022-06-01,"80+",713303,0,704753,637995,674976,.9999,.9999,.9452
2022-06-01,"Adults_18plus",11289392,0,11031638,7222289,12076175,.9348,.9135,.5981
2022-06-01,"Ontario_12plus",12086157,0,11777682,7369964,13038032,.9270,.9033,.5653
2022-06-01,"Ontario_5plus",12594294,0,12149833,7370132,14113455,.8924,.8609,.5222
2022-06-01,"Undisclosed_or_missing",1339,0,395,37,0,.0000,.0000,.0000
2022-06-02,"05-11yrs",508254,0,372388,171,1075423,.4726,.3463,.0002
2022-06-02,"12-17yrs",796823,0,746190,147852,961857,.8284,.7758,.1537
2022-06-02,"18-29yrs",2179200,0,2096630,926432,2454802,.8877,.8541,.3774
2022-06-02,"30-39yrs",1885943,0,1827807,964628,2077137,.9080,.8800,.4644
2022-06-02,"40-49yrs",1699317,0,1661624,998998,1855340,.9159,.8956,.5384
2022-06-02,"50-59yrs",1826307,0,1794678,1241913,2019276,.9044,.8888,.6150
2022-06-02,"60-69yrs",1783365,0,1757590,1408219,1813493,.9834,.9692,.7765
2022-06-02,"70-79yrs",1202186,0,1188891,1045430,1181151,.9999,.9999,.8851
2022-06-02,"80+",713143,0,704596,637921,674976,.9999,.9999,.9451
2022-06-02,"Adults_18plus",11289461,0,11031816,7223541,12076175,.9349,.9135,.5982
2022-06-02,"Ontario_12plus",12086284,0,11778006,7371393,13038032,.9270,.9034,.5654
2022-06-02,"Ontario_5plus",12594538,0,12150394,7371564,14113455,.8924,.8609,.5223
2022-06-02,"Undisclosed_or_missing",1339,0,395,37,0,.0000,.0000,.0000
2022-06-03,"05-11yrs",508403,0,372678,176,1075423,.4727,.3465,.0002
2022-06-03,"12-17yrs",796912,0,746363,148054,961857,.8285,.7760,.1539
2022-06-03,"18-29yrs",2179311,0,2096762,926772,2454802,.8878,.8541,.3775
2022-06-03,"30-39yrs",1886035,0,1827939,964913,2077137,.9080,.8800,.4645
2022-06-03,"40-49yrs",1699389,0,1661736,999232,1855340,.9159,.8957,.5386
2022-06-03,"50-59yrs",1826362,0,1794775,1242129,2019276,.9045,.8888,.6151
2022-06-03,"60-69yrs",1783379,0,1757631,1408401,1813493,.9834,.9692,.7766
2022-06-03,"70-79yrs",1202162,0,1188874,1045573,1181151,.9999,.9999,.8852
2022-06-03,"80+",713005,0,704461,637910,674976,.9999,.9999,.9451
2022-06-03,"Adults_18plus",11289643,0,11032178,7224930,12076175,.9349,.9135,.5983
2022-06-03,"Ontario_12plus",12086555,0,11778541,7372984,13038032,.9270,.9034,.5655
2022-06-03,"Ontario_5plus",12594958,0,12151219,7373160,14113455,.8924,.8610,.5224
2022-06-03,"Undisclosed_or_missing",1340,0,395,37,0,.0000,.0000,.0000
2022-06-04,"05-11yrs",508585,0,373109,179,1075423,.4729,.3469,.0002
2022-06-04,"12-17yrs",796993,0,746593,148303,961857,.8286,.7762,.1542
2022-06-04,"18-29yrs",2179404,0,2096892,927128,2454802,.8878,.8542,.3777
2022-06-04,"30-39yrs",1886123,0,1828059,965212,2077137,.9080,.8801,.4647
2022-06-04,"40-49yrs",1699445,0,1661821,999508,1855340,.9160,.8957,.5387
2022-06-04,"50-59yrs",1826407,0,1794832,1242325,2019276,.9045,.8888,.6152
2022-06-04,"60-69yrs",1783383,0,1757655,1408602,1813493,.9834,.9692,.7767
2022-06-04,"70-79yrs",1202138,0,1188839,1045675,1181151,.9999,.9999,.8853
2022-06-04,"80+",712872,0,704329,637869,674976,.9999,.9999,.9450
2022-06-04,"Adults_18plus",11289772,0,11032427,7226319,12076175,.9349,.9136,.5984
2022-06-04,"Ontario_12plus",12086765,0,11779020,7374622,13038032,.9270,.9034,.5656
2022-06-04,"Ontario_5plus",12595350,0,12152129,7374801,14113455,.8924,.8610,.5225
2022-06-04,"Undisclosed_or_missing",1340,0,395,37,0,.0000,.0000,.0000
2022-06-05,"05-11yrs",508791,0,373609,179,1075423,.4731,.3474,.0002
2022-06-05,"12-17yrs",797079,0,746798,148577,961857,.8287,.7764,.1545
2022-06-05,"18-29yrs",2179475,0,2096987,927421,2454802,.8878,.8542,.3778
2022-06-05,"30-39yrs",1886186,0,1828159,965444,2077137,.9081,.8801,.4648
2022-06-05,"40-49yrs",1699480,0,1661889,999713,1855340,.9160,.8957,.5388
2022-06-05,"50-59yrs",1826429,0,1794882,1242506,2019276,.9045,.8889,.6153
2022-06-05,"60-69yrs",1783378,0,1757663,1408717,1813493,.9834,.9692,.7768
2022-06-05,"70-79yrs",1202112,0,1188793,1045701,1181151,.9999,.9999,.8853
2022-06-05,"80+",712758,0,704213,637783,674976,.9999,.9999,.9449
2022-06-05,"Adults_18plus",11289818,0,11032586,7227285,12076175,.9349,.9136,.5985
2022-06-05,"Ontario_12plus",12086897,0,11779384,7375862,13038032,.9270,.9035,.5657
2022-06-05,"Ontario_5plus",12595688,0,12152993,7376041,14113455,.8925,.8611,.5226
2022-06-05,"Undisclosed_or_missing",1340,0,395,37,0,.0000,.0000,.0000
2022-06-06,"05-11yrs",508863,0,373812,179,1075423,.4732,.3476,.0002
2022-06-06,"12-17yrs",797117,0,746893,148685,961857,.8287,.7765,.1546
2022-06-06,"18-29yrs",2179501,0,2097033,927557,2454802,.8879,.8543,.3779
2022-06-06,"30-39yrs",1886207,0,1828188,965554,2077137,.9081,.8801,.4648
2022-06-06,"40-49yrs",1699488,0,1661909,999789,1855340,.9160,.8957,.5389
2022-06-06,"50-59yrs",1826428,0,1794892,1242588,2019276,.9045,.8889,.6154
2022-06-06,"60-69yrs",1783352,0,1757640,1408752,1813493,.9834,.9692,.7768
2022-06-06,"70-79yrs",1202068,0,1188748,1045698,1181151,.9999,.9999,.8853
2022-06-06,"80+",712624,0,704079,637681,674976,.9999,.9999,.9447
2022-06-06,"Adults_18plus",11289668,0,11032489,7227619,12076175,.9349,.9136,.5985
2022-06-06,"Ontario_12plus",12086785,0,11779382,7376304,13038032,.9270,.9035,.5658
2022-06-06,"Ontario_5plus",12595648,0,12153194,7376483,14113455,.8925,.8611,.5227
2022-06-06,"Undisclosed_or_missing",1340,0,395,37,0,.0000,.0000,.0000
2022-06-07,"05-11yrs",508940,0,373960,181,1075423,.4732,.3477,.0002
2022-06-07,"12-17yrs",797178,0,747018,148848,961857,.8288,.7766,.1548
2022-06-07,"18-29yrs",2179611,0,2097136,927892,2454802,.8879,.8543,.3780
2022-06-07,"30-39yrs",1886291,0,1828312,965811,2077137,.9081,.8802,.4650
2022-06-07,"40-49yrs",1699540,0,1661989,999980,1855340,.9160,.8958,.5390
2022-06-07,"50-59yrs",1826443,0,1794946,1242718,2019276,.9045,.8889,.6154
2022-06-07,"60-69yrs",1783343,0,1757642,1408841,1813493,.9834,.9692,.7769
2022-06-07,"70-79yrs",1202017,0,1188699,1045763,1181151,.9999,.9999,.8854
2022-06-07,"80+",712460,0,703923,637573,674976,.9999,.9999,.9446
2022-06-07,"Adults_18plus",11289705,0,11032647,7228578,12076175,.9349,.9136,.5986
2022-06-07,"Ontario_12plus",12086883,0,11779665,7377426,13038032,.9270,.9035,.5658
2022-06-07,"Ontario_5plus",12595823,0,12153625,7377607,14113455,.8925,.8611,.5227
2022-06-07,"Undisclosed_or_missing",1340,0,395,37,0,.0000,.0000,.0000
2022-06-08,"05-11yrs",509065,0,374205,181,1075423,.4734,.3480,.0002
2022-06-08,"12-17yrs",797259,0,747197,149046,961857,.8289,.7768,.1550
2022-06-08,"18-29yrs",2179732,0,2097274,928242,2454802,.8879,.8544,.3781
2022-06-08,"30-39yrs",1886396,0,1828436,966054,2077137,.9082,.8803,.4651
2022-06-08,"40-49yrs",1699599,0,1662107,1000192,1855340,.9161,.8959,.5391
2022-06-08,"50-59yrs",1826477,0,1795023,1242925,2019276,.9045,.8889,.6155
2022-06-08,"60-69yrs",1783369,0,1757659,1409002,1813493,.9834,.9692,.7770
2022-06-08,"70-79yrs",1201989,0,1188673,1045838,1181151,.9999,.9999,.8854
2022-06-08,"80+",712345,0,703810,637517,674976,.9999,.9999,.9445
